"id","contentId","text","cluster","segmentLength"
28,"28 1","way the system is set up the most appropriate place for them they are more at risk if you will of disappearing into the wind and then got fugitive at large judicial services tells me arrests are up due to the work of the violent crimes task force its program that goes after gang members drugs and weapons they are arresting close to individuals month more than were generally coming in the system its probably time to really look at longterm plan on what we need to do to be more proactive so kids become gang members and they have access to services and the opportunity for good jobs haven for hope and the felony resources are being used to reduce the number at the jail the program is aimed at assisting other courts we first told you about this in may and sheriff salazar says because of this issue karnes county those helping house some of the inmates here monitors are also an option were going to continue following this story and bring you the latest reporting downtown fox news at nine robert price at the live desk with some incredible video being released lie police in dallas pay attention to the red circle driver headed for the officers he shines his flashlight realizes the car is not going to stop so the officer runs out of the way just in time decides the driver he was dealing with is mall potatoes hands him back his license and says get out of here manual good and chases after the driver he did catch up to the driver and placed him under arrest now lets go to fayette county near schulenburg the sheriffs office has arrested this man on charge of murder says he killed",20,294
22,"22 1","pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about",21,29
62,"62 1","grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers",21,29
2,"2 1","while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up",22,24
37,"37 1","out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out",23,57
77,"77 1","gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what",23,57
14,"14 1","goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so",24,59
90,"90 1","decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he",24,58
95,"95 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who",25,119
1,"1 4","paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher",26,26
46,"46 3","that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher",26,32
47,"47 3","hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the",26,43
3,"3 3","cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous",27,95
4,"4 3","according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations",27,94
62,"62 2","fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be",27,109
73,"73 3","to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part",27,88
1,"1 3","and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to",28,27
3,"3 2","for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly",29,72
4,"4 2","people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go",29,72
61,"61 2","as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son",30,168
63,"63 3","antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally",30,125
77,"77 2","trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to",30,128
45,"45 1","financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part of this smuggling ring virgin fox news at nine vigil being held in houston for victims of the smuggling tragedy some speakers blame the political climate of the state and the conditions of latin and south america were also learning pyle transportation is now under investigation the company linked to the truck where the immigrants were found however the owner brian pyle said he had no idea what the truck being used for all new tonight overcrowding concerns at the county jail its almost at full capacity and officials blame the homeless population fox san antonios camilla joins us live with what the county is doing to fix the ongoing issue",31,287
84,"84 2","help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part of this smuggling ring virgin fox news at nine vigil being held in houston for victims of the smuggling tragedy some speakers blame the political climate of the state and the conditions of latin and south america were also learning pyle transportation is now under investigation the company linked to the truck where the immigrants were found however the owner brian pyle said he had no idea what the truck being used for all new tonight overcrowding concerns at the county jail its almost at full capacity and officials blame the homeless",31,267
97,"97 2","his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part of this smuggling ring virgin fox news at nine vigil being held in houston for victims of the smuggling tragedy some speakers blame the political climate of the state and the conditions of latin and south america were also learning pyle transportation is now under investigation the company linked to the truck where the immigrants were found however the owner brian pyle said he had no idea what the truck being used for all new tonight overcrowding concerns at the county jail its almost at full capacity and officials blame the homeless population fox",31,242
35,"35 2","bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer",32,187
36,"36 2","bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer",32,187
46,"46 2","his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the",32,127
53,"53 1","one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that",32,268
73,"73 2","now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to",32,87
97,"97 1","waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were",32,71
2,"2 3","explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part of this smuggling ring virgin fox news at nine vigil being held in houston for victims of the smuggling tragedy some speakers blame the political climate of the state and the",33,400
1,"1 2","making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific",34,24
2,"2 2","first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are",35,27
15,"15 1","of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of",35,30
21,"21 1","at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us",35,57
24,"24 1","nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from",35,43
31,"31 1","fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low",35,60
90,"90 3","at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back",36,86
1,"1 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out",37,182
3,"3 1","you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable",37,85
4,"4 1","out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his",37,85
12,"12 1","than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for",37,194
13,"13 1","turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i",37,194
14,"14 2","she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak",37,102
16,"16 1","at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions",37,59
18,"18 1","who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i",37,91
